tourney_name,winner_name,loser_name,minutes
Wimbledon,Marcos Baghdatis,Alan Mackin,261.0
Wimbledon,Ivan Ljubicic,Feliciano Lopez,243.0
Wimbledon,Tomas Berdych,Fabrice Santoro,251.0
Wimbledon,Fernando Verdasco,Benjamin Becker,202.0
Wimbledon,Jonas Bjorkman,Lukas Dlouhy,183.0
Wimbledon,Max Mirnyi,Mark Philippoussis,196.0
Wimbledon,Lleyton Hewitt,Hyung Taik Lee,237.0
Wimbledon,Fernando Gonzalez,Marat Safin,202.0
Wimbledon,Rafael Nadal,Robert Kendrick,226.0
Wimbledon,Tomas Berdych,Tommy Haas,215.0
Wimbledon,Mario Ancic,Stan Wawrinka,199.0
Wimbledon,Radek Stepanek,Juan Carlos Ferrero,243.0
Wimbledon,Dmitry Tursunov,Ivan Ljubicic,225.0
Wimbledon,Mario Ancic,Novak Djokovic,204.0
Wimbledon,Radek Stepanek,Fernando Verdasco,215.0
Wimbledon,Jonas Bjorkman,Max Mirnyi,222.0
Wimbledon,Jarkko Nieminen,Dmitry Tursunov,241.0
Wimbledon,Jonas Bjorkman,Radek Stepanek,243.0
US Open,Juan Carlos Ferrero,George Bastl,185.0
US Open,Alejandro Falla,Juan Martin del Potro,190.0
US Open,Carlos Moya,Agustin Calleri,196.0
US Open,David Nalbandian,Michael Berrer,213.0
US Open,Lukasz Kubot,Kristof Vliegen,181.0
US Open,Nicolas Mahut,Rainer Schuettler,186.0
US Open,Andre Agassi,Andrei Pavel,210.0
US Open,Benjamin Becker,Filippo Volandri,191.0
US Open,Sebastien Grosjean,Thomas Johansson,227.0
US Open,Stan Wawrinka,Juan Ignacio Chela,187.0
US Open,Nicolas Massu,Davide Sanguinetti,184.0
US Open,Paradorn Srichaphan,Jose Acasuso,195.0
US Open,Gael Monfils,Michael Russell,194.0
US Open,Wesley Moodie,Max Mirnyi,214.0
US Open,Marat Safin,David Nalbandian,226.0
US Open,Lukasz Kubot,Noam Okun,260.0
US Open,Andre Agassi,Marcos Baghdatis,225.0
US Open,Novak Djokovic,Mardy Fish,191.0
US Open,Marco Chiudinelli,Feliciano Lopez,183.0
US Open,Stan Wawrinka,Robin Soderling,192.0
US Open,Mikhail Youzhny,Nicolas Massu,233.0
US Open,Marc Gicquel,Gaston Gaudio,196.0
US Open,Tomas Berdych,Dmitry Tursunov,192.0
US Open,Tommy Haas,Robby Ginepri,203.0
US Open,Benjamin Becker,Andre Agassi,181.0
US Open,Andy Roddick,Fernando Verdasco,199.0
US Open,Tommy Haas,Marat Safin,190.0
US Open,Lleyton Hewitt,Richard Gasquet,210.0
US Open,Nikolay Davydenko,Tommy Haas,222.0
US Open,Mikhail Youzhny,Rafael Nadal,195.0
Australian Open,Dominik Hrbaty,Oliver Marach,183.0
Australian Open,Dick Norman,Zack Fleishman,211.0
Australian Open,Amer Delic,Potito Starace,196.0
Australian Open,Nikolay Davydenko,Ivo Karlovic,201.0
Australian Open,Lleyton Hewitt,Robin Vik,226.0
Australian Open,Nicolas Kiefer,Paradorn Srichaphan,230.0
Australian Open,Janko Tipsarevic,Andreas Seppi,184.0
Australian Open,Alex Bogomolov Jr,Fernando Gonzalez,245.0
Australian Open,Bjorn Phau,Carlos Berlocq,192.0
Australian Open,Guillermo Coria,Victor Hanescu,209.0
Australian Open,Andrei Pavel,Carlos Moya,224.0
Australian Open,Dmitry Tursunov,Tim Henman,194.0
Australian Open,David Nalbandian,Danai Udomchoke,211.0
Australian Open,Gilles Muller,Ricardo Mello,196.0
Australian Open,Gilles Simon,Nicolas Massu,253.0
Australian Open,Max Mirnyi,Davide Sanguinetti,190.0
Australian Open,Peter Luczak,Olivier Rochus,187.0
Australian Open,Dominik Hrbaty,Dick Norman,231.0
Australian Open,Juan Ignacio Chela,Lleyton Hewitt,203.0
Australian Open,Kristof Vliegen,Fernando Verdasco,193.0
Australian Open,Juan Carlos Ferrero,Janko Tipsarevic,218.0
Australian Open,Tommy Robredo,Dmitry Tursunov,183.0
Australian Open,Thomas Johansson,Xavier Malisse,220.0
Australian Open,Denis Gremelmayr,Robby Ginepri,183.0
Australian Open,Marcos Baghdatis,Radek Stepanek,190.0
Australian Open,Dominik Hrbaty,Igor Andreev,211.0
Australian Open,Fabrice Santoro,Gaston Gaudio,227.0
Australian Open,Nikolay Davydenko,Dominik Hrbaty,210.0
Australian Open,Roger Federer,Nikolay Davydenko,193.0
Australian Open,Nicolas Kiefer,Sebastien Grosjean,288.0
Australian Open,Marcos Baghdatis,Ivan Ljubicic,197.0
Australian Open,Marcos Baghdatis,David Nalbandian,207.0
Nottingham,Robin Soderling,Justin Gimelstob,189.0
Pune,Steve Darcis,Michael Mmoh,189.0
Australian Open,Stefanos Tsitsipas,Roger Federer,225.0
Australian Open,Roberto Bautista Agut,Marin Cilic,238.0
Australian Open,Lucas Pouille,Borna Coric,195.0
Australian Open,Novak Djokovic,Daniil Medvedev,195.0
Australian Open,Lucas Pouille,Milos Raonic,182.0
Australian Open,Frances Tiafoe,Grigor Dimitrov,219.0
Australian Open,Stefanos Tsitsipas,Roberto Bautista Agut,195.0
Australian Open,Kei Nishikori,Pablo Carreno Busta,305.0
Australian Open,Marin Cilic,Fernando Verdasco,258.0
Australian Open,Alex Bolt,Gilles Simon,244.0
Australian Open,Taylor Fritz,Gael Monfils,204.0
Australian Open,Joao Sousa,Philipp Kohlschreiber,258.0
Australian Open,Pablo Carreno Busta,Luca Vanni,227.0
Australian Open,Alex De Minaur,Henri Laaksonen,232.0
Australian Open,Lucas Pouille,Alexei Popyrin,223.0
Australian Open,Thomas Fabbiano,Jason Kubler,184.0
Australian Open,Denis Kudla,Marc Polmans,183.0
Australian Open,Alexander Zverev,Jeremy Chardy,226.0
Australian Open,Marin Cilic,Mackenzie Mcdonald,217.0
Australian Open,Dominic Thiem,Benoit Paire,222.0
Australian Open,Kei Nishikori,Ivo Karlovic,228.0
Australian Open,Milos Raonic,Stan Wawrinka,241.0
Australian Open,Diego Schwartzman,Denis Kudla,230.0
Australian Open,Roberto Bautista Agut,Andy Murray,249.0
Australian Open,Roberto Bautista Agut,John Millman,228.0
Australian Open,Hyeon Chung,Bradley Klahn,217.0
Australian Open,Lucas Pouille,Maximilian Marterer,202.0
Australian Open,Leonardo Mayer,Nicolas Jarry,192.0
Australian Open,Ilya Ivashka,Malek Jaziri,195.0
Australian Open,Joao Sousa,Guido Pella,241.0
Australian Open,Ivo Karlovic,Hubert Hurkacz,186.0
Australian Open,Jeremy Chardy,Ugo Humbert,244.0
Australian Open,Marton Fucsovics,Albert Ramos,193.0
Australian Open,Yoshihito Nishioka,Tennys Sandgren,192.0
Australian Open,Thomas Fabbiano,Reilly Opelka,212.0
Australian Open,Frances Tiafoe,Andreas Seppi,197.0
Cordoba,Alessandro Giannessi,Thiago Seyboth Wild,191.0
Buenos Aires,Guido Pella,Jaume Munar,184.0
Rio de Janeiro,Jaume Munar,Cameron Norrie,199.0
Acapulco,John Isner,John Millman,185.0
Acapulco,Nick Kyrgios,Rafael Nadal,183.0
Indian Wells Masters,Gilles Simon,Malek Jaziri,188.0
Indian Wells Masters,Stan Wawrinka,Marton Fucsovics,204.0
Indian Wells Masters,Jordan Thompson,Federico Delbonis,202.0
Miami Masters,Frances Tiafoe,David Goffin,244.0
Houston,Cristian Garin,Jeremy Chardy,185.0
Monte Carlo Masters,Borna Coric,Jaume Munar,208.0
Budapest,Pablo Cuevas,Marin Cilic,192.0
Munich,Marton Fucsovics,Lorenzo Sonego,184.0
Rome Masters,Novak Djokovic,Juan Martin del Potro,181.0
Roland Garros,Salvatore Caruso,Jaume Munar,185.0
Roland Garros,Alexander Zverev,John Millman,248.0
Roland Garros,Kyle Edmund,Jeremy Chardy,242.0
Roland Garros,Fernando Verdasco,Daniel Evans,205.0
Roland Garros,Adrian Mannarino,Stefano Travaglia,224.0
Roland Garros,Martin Klizan,Mikhail Kukushkin,226.0
Roland Garros,Ivo Karlovic,Feliciano Lopez,186.0
Roland Garros,Yoshihito Nishioka,Mackenzie Mcdonald,188.0
Roland Garros,Grigor Dimitrov,Janko Tipsarevic,182.0
Roland Garros,Nicolas Mahut,Marco Cecchinato,198.0
Roland Garros,Philipp Kohlschreiber,Robin Haase,186.0
Roland Garros,Diego Schwartzman,Marton Fucsovics,221.0
Roland Garros,Matteo Berrettini,Pablo Andujar,208.0
Roland Garros,Pierre Hugues Herbert,Daniil Medvedev,234.0
Roland Garros,Miomir Kecmanovic,Denis Kudla,193.0
Roland Garros,Yannick Maden,Kimmer Coppejans,186.0
Roland Garros,Jan Lennard Struff,Radu Albot,194.0
Roland Garros,Antoine Hoang,Fernando Verdasco,226.0
Roland Garros,Martin Klizan,Lucas Pouille,247.0
Roland Garros,Juan Martin del Potro,Yoshihito Nishioka,226.0
Roland Garros,Filip Krajinovic,Roberto Carballes Baena,255.0
Roland Garros,Grigor Dimitrov,Marin Cilic,263.0
Roland Garros,Leonardo Mayer,Diego Schwartzman,187.0
Roland Garros,Kei Nishikori,Jo-Wilfried Tsonga,182.0
Roland Garros,Benoit Paire,Pierre Hugues Herbert,273.0
Roland Garros,Jan Lennard Struff,Borna Coric,262.0
Roland Garros,Fabio Fognini,Roberto Bautista Agut,190.0
Roland Garros,Alexander Zverev,Dusan Lajovic,183.0
Roland Garros,Stefanos Tsitsipas,Filip Krajinovic,214.0
Roland Garros,Stan Wawrinka,Grigor Dimitrov,196.0
Roland Garros,Leonardo Mayer,Nicolas Mahut,207.0
Roland Garros,Kei Nishikori,Laslo Djere,266.0
Roland Garros,Juan Ignacio Londero,Corentin Moutet,208.0
Roland Garros,Karen Khachanov,Juan Martin del Potro,189.0
Roland Garros,Stan Wawrinka,Stefanos Tsitsipas,309.0
Roland Garros,Kei Nishikori,Benoit Paire,235.0
Roland Garros,Roger Federer,Stan Wawrinka,215.0
Roland Garros,Dominic Thiem,Novak Djokovic,253.0
Roland Garros,Rafael Nadal,Dominic Thiem,181.0
Queen's Club,Gilles Simon,Nicolas Mahut,200.0
Wimbledon,Ugo Humbert,Gael Monfils,198.0
Wimbledon,Thomas Fabbiano,Stefanos Tsitsipas,203.0
Wimbledon,Janko Tipsarevic,Yoshihito Nishioka,236.0
Wimbledon,Karen Khachanov,Soon Woo Kwon,188.0
Wimbledon,Pablo Cuevas,Damir Dzumhur,186.0
Wimbledon,Laslo Djere,Guido Andreozzi,184.0
Wimbledon,Fabio Fognini,Frances Tiafoe,203.0
Wimbledon,Nikoloz Basilashvili,James Ward,208.0
Wimbledon,Nick Kyrgios,Jordan Thompson,206.0
Wimbledon,Felix Auger Aliassime,Corentin Moutet,182.0
Wimbledon,Fernando Verdasco,Kyle Edmund,223.0
Wimbledon,Thomas Fabbiano,Ivo Karlovic,187.0
Wimbledon,Guido Pella,Andreas Seppi,217.0
Wimbledon,Reilly Opelka,Stan Wawrinka,193.0
Wimbledon,Tennys Sandgren,Gilles Simon,228.0
Wimbledon,Fabio Fognini,Marton Fucsovics,218.0
Wimbledon,Rafael Nadal,Nick Kyrgios,184.0
Wimbledon,Steve Johnson,Alex De Minaur,201.0
Wimbledon,Mikhail Kukushkin,John Isner,186.0
Wimbledon,David Goffin,Daniil Medvedev,211.0
Wimbledon,Joao Sousa,Daniel Evans,236.0
Wimbledon,Mikhail Kukushkin,Jan Lennard Struff,198.0
Wimbledon,Matteo Berrettini,Diego Schwartzman,259.0
Wimbledon,Guido Pella,Milos Raonic,222.0
Wimbledon,Roberto Bautista Agut,Guido Pella,187.0
Wimbledon,Roger Federer,Rafael Nadal,182.0
Wimbledon,Novak Djokovic,Roger Federer,297.0
Umag,Paolo Lorenzi,Peter Torebko,190.0
Umag,Jiri Vesely,Cedrik Marcel Stebe,182.0
Hamburg,Nikoloz Basilashvili,Alexander Zverev,187.0
Kitzbuhel,Lorenzo Sonego,Federico Delbonis,216.0
Kitzbuhel,Albert Ramos,Marton Fucsovics,191.0
Canada Masters,Richard Gasquet,Kei Nishikori,189.0
US Open,Jeremy Chardy,Hubert Hurkacz,193.0
US Open,Paolo Lorenzi,Zachary Svajda,260.0
US Open,Dominik Koepfer,Jaume Munar,214.0
US Open,Nikoloz Basilashvili,Marton Fucsovics,221.0
US Open,Daniel Evans,Adrian Mannarino,182.0
US Open,Pablo Carreno Busta,Guido Pella,193.0
US Open,Ricardas Berankis,Jiri Vesely,256.0
US Open,Gregoire Barrere,Cameron Norrie,241.0
US Open,Kamil Majchrzak,Nicolas Jarry,220.0
US Open,Cristian Garin,Christopher Eubanks,213.0
US Open,Alex De Minaur,Pierre Hugues Herbert,185.0
US Open,Andrey Rublev,Stefanos Tsitsipas,234.0
US Open,Gilles Simon,Bjorn Fratangelo,259.0
US Open,Antoine Hoang,Leonardo Mayer,214.0
US Open,Mikhail Kukushkin,Roberto Bautista Agut,199.0
US Open,Marius Copil,Ugo Humbert,255.0
US Open,Henri Laaksonen,Marco Cecchinato,232.0
US Open,Pablo Andujar,Kyle Edmund,261.0
US Open,Alexander Bublik,Santiago Giraldo,194.0
US Open,Alexander Zverev,Radu Albot,190.0
US Open,Tennys Sandgren,Jo-Wilfried Tsonga,235.0
US Open,Vasek Pospisil,Karen Khachanov,231.0
US Open,Hyeon Chung,Ernesto Escobedo,217.0
US Open,Thanasi Kokkinakis,Ilya Ivashka,228.0
US Open,Paolo Lorenzi,Miomir Kecmanovic,288.0
US Open,Nikoloz Basilashvili,Jenson Brooksby,184.0
US Open,Feliciano Lopez,Yoshihito Nishioka,185.0
US Open,Daniel Evans,Lucas Pouille,190.0
US Open,Kamil Majchrzak,Pablo Cuevas,197.0
US Open,Alexander Bublik,Thomas Fabbiano,220.0
US Open,Alexander Zverev,Frances Tiafoe,189.0
US Open,Aljaz Bedene,Benoit Paire,243.0
US Open,Hyeon Chung,Fernando Verdasco,202.0
US Open,Daniil Medvedev,Feliciano Lopez,199.0
US Open,David Goffin,Pablo Carreno Busta,193.0
US Open,Matteo Berrettini,Alexei Popyrin,215.0
US Open,Gael Monfils,Denis Shapovalov,214.0
US Open,Alexander Zverev,Aljaz Bedene,216.0
US Open,Marin Cilic,John Isner,199.0
US Open,Diego Schwartzman,Alexander Zverev,188.0
US Open,Grigor Dimitrov,Roger Federer,192.0
US Open,Matteo Berrettini,Gael Monfils,237.0
US Open,Rafael Nadal,Daniil Medvedev,290.0
Tokyo,Lloyd Harris,Alex De Minaur,181.0
Shanghai Masters,Fabio Fognini,Andy Murray,189.0
Stockholm,Yuichi Sugita,Janko Tipsarevic,189.0
Madrid Masters,Sergiy Stakhovsky,Carlos Berlocq,182.0
Tunis CH,Alessio Di Mauro,Farrukh Dustov,194.0
Banja Luka CH,Aljaz Bedene,Simone Vagnozzi,183.0
Genova CH,Andrea Arnaboldi,Jan Mertl,183.0
Tiburon CH,Benjamin Mitchell,Rhyne Williams,181.0
Manta CH,Greg Ouellette,Peter Polansky,182.0
San Luis Potosi CH,Adrian Menendez Maceiras,Nicolas Massu,196.0
Noumea CH,Adrian Menendez Maceiras,Steven Diez,197.0
Istanbul CH,Teymuraz Gabashvili,Karol Beck,192.0
Milan CH,Simone Vagnozzi,Andres Molteni,189.0
Tashkent CH,Farrukh Dustov,Lorenzo Giustino,181.0
Monte Carlo Masters,Albert Ramos,Jonathan Eysseric,207.0
Napoli CH,Alessandro Giannessi,Filippo Volandri,183.0
Caltanissetta CH,Salvatore Caruso,Andres Molteni,190.0
Santiago,Agustin Velotti,Diego Junqueira,181.0
Santiago,Dusan Lajovic,Javier Marti,199.0
Savannah CH,Nicolas Massu,Denys Molchanov,236.0
Roland Garros,Denis Kudla,Peter Polansky,186.0
Wimbledon,Matt Reid,Somdev Devvarman,212.0
Wimbledon,Bastian Knittel,Flavio Cipolla,207.0
Wimbledon,Alex Kuznetsov,Maxime Authom,202.0
Wimbledon,Teymuraz Gabashvili,Martin Fischer,181.0
Guayaquil CH,Juan Ignacio Londero,Paolo Lorenzi,197.0
Australian Open,Steve Johnson,Thanasi Kokkinakis,226.0
Quito CH,Giovanni Lapentti,Joao Souza,192.0
Marburg CH,Tim Puetz,Ruben Ramirez Hidalgo,188.0
Beijing CH,Shuichi Sekiguchi,Bowen Ouyang,536.0
Beijing CH,Hiroki Moriya,Shuichi Sekiguchi,188.0
Sao Paulo2 CH,Paul Capdeville,Maximo Gonzalez,181.0
Timisoara CH,Axel Michon,Aldin Setkic,186.0
Lima CH,Cristian Garin,Steven Diez,187.0
Lima CH,Rodrigo Sanchez,Sergio Monges,203.0
Sibiu CH,Adrian Ungur,Steven Diez,194.0
Mexico City CH,Vasek Pospisil,Antoine Benneteau,189.0
Kenitra CH,Hicham Khaddari,Alexis Musialek,198.0
Oberstaufen CH,Radu Albot,Jozef Kovalik,197.0
Australian Open,Christian Ruud,Jan Siemerink,238.0
Australian Open,Jim Courier,Sjeng Schalken,239.0
Australian Open,Carlos Moya,Boris Becker,210.0
Australian Open,Thomas Johansson,Martin Damm Sr,185.0
Australian Open,Lionel Roux,Jonathan Stark,273.0
Australian Open,Renzo Furlan,Peter Tramacchi,198.0
Australian Open,Jim Courier,Slava Dosedel,217.0
Australian Open,Gilbert Schaller,Alex Corretja,226.0
Australian Open,Andrei Medvedev,Michael Stich,211.0
Australian Open,Goran Ivanisevic,Christian Ruud,194.0
Australian Open,Thomas Muster,Jim Courier,182.0
Australian Open,Marcelo Rios,Thomas Enqvist,196.0
Zagreb,Martin Damm Sr,Kenneth Carlsen,217.0
Barcelona,Renzo Furlan,Jacobo Diaz,187.0
Roland Garros,Francisco Clavet,Marcelo Charpentier,187.0
Roland Garros,Magnus Norman,Greg Rusedski,188.0
Roland Garros,Sebastien Lareau,Hernan Gumy,215.0
Roland Garros,Carlos Moya,Alberto Martin,204.0
Roland Garros,Thierry Champion,Stephane Huet,227.0
Roland Garros,Cedric Pioline,Oliver Gross,183.0
Roland Garros,Olivier Delaitre,Tim Henman,215.0
Roland Garros,Nicolas Escude,Thomas Johansson,189.0
Roland Garros,Jeff Tarango,Marcelo Filippini,241.0
Roland Garros,Thomas Muster,Marc Kevin Goellner,190.0
Roland Garros,Frederic Fontang,Patrik Fredriksson,193.0
Roland Garros,Mark Woodforde,Javier Sanchez,260.0
Roland Garros,Wayne Ferreira,Mikael Tillstrom,205.0
Roland Garros,Roberto Carretero,Emilio Benfele Alvarez,201.0
Roland Garros,Jozsef Krocsko,Jan Kroslak,184.0
Roland Garros,Wayne Ferreira,Roberto Carretero,183.0
Roland Garros,Chris Woodruff,Nicolas Lapentti,206.0
Roland Garros,Marcelo Rios,Byron Black,197.0
Roland Garros,Filip Dewulf,Albert Portas,198.0
Roland Garros,Yevgeny Kafelnikov,Cedric Pioline,213.0
Roland Garros,Gustavo Kuerten,Thomas Muster,188.0
Wimbledon,Renzo Furlan,Jan Siemerink,207.0
Wimbledon,Javier Sanchez,Michael Tebbutt,195.0
Wimbledon,Patrick Baur,Jeff Salzenstein,198.0
Wimbledon,Todd Woodbridge,Michael Chang,235.0
Wimbledon,Emilio Benfele Alvarez,Kenneth Carlsen,181.0
Wimbledon,Andrei Pavel,Filip Dewulf,190.0
Wimbledon,Jonathan Stark,Stephane Huet,187.0
Wimbledon,Mark Woodforde,Chris Wilkinson,196.0
Wimbledon,Greg Rusedski,Jonathan Stark,216.0
Wimbledon,Wayne Ferreira,Rodolphe Gilbert,200.0
Wimbledon,Magnus Norman,Goran Ivanisevic,204.0
Wimbledon,Petr Korda,Alex Obrien,207.0
Wimbledon,Tim Henman,Paul Haarhuis,238.0
Wimbledon,Richey Reneberg,Guillaume Raoux,185.0
Wimbledon,Pete Sampras,Petr Korda,203.0
Wimbledon,Todd Woodbridge,Patrick Rafter,196.0
Amsterdam,Slava Dosedel,Carlos Moya,203.0
US Open,Patrick Baur,Jaime Oncins,182.0
US Open,Jens Knippschild,Slava Dosedel,206.0
US Open,Marcos Ondruska,Fabrice Santoro,212.0
US Open,Jerome Golmard,Hicham Arazi,183.0
US Open,Johan Van Herck,Filip Dewulf,191.0
US Open,Paul Haarhuis,Galo Blanco,191.0
US Open,Lionel Roux,Gilbert Schaller,198.0
US Open,Adrian Voinea,Renzo Furlan,242.0
US Open,Jeff Tarango,Guillaume Raoux,199.0
US Open,Justin Gimelstob,Magnus Gustafsson,194.0
US Open,Lionel Roux,Paul Haarhuis,238.0
US Open,Marcelo Rios,Kenneth Carlsen,193.0
US Open,Scott Draper,Jeff Tarango,209.0
US Open,Felix Mantilla,John Van Lottum,210.0
US Open,Cedric Pioline,Leander Paes,185.0
US Open,Petr Korda,Pete Sampras,214.0
US Open,Michael Chang,Cedric Pioline,221.0
Palermo,Marcelo Filippini,Christian Ruud,190.0
Vienna,Goran Ivanisevic,Greg Rusedski,185.0
Stuttgart Outdoor,Franco Squillari,Gaston Gaudio,228.0
Paris Masters,Marat Safin,Mark Philippoussis,209.0
Stuttgart Masters,Wayne Ferreira,Lleyton Hewitt,251.0
Miami Masters,Lleyton Hewitt,Gaston Gaudio,190.0
Miami Masters,Pete Sampras,Gustavo Kuerten,198.0
Hamburg Masters,Gustavo Kuerten,Marat Safin,232.0
Rome Masters,Magnus Norman,Gustavo Kuerten,185.0
Stockholm,Magnus Norman,Sjeng Schalken,187.0
Roland Garros,Jiri Vanek,Alberto Berasategui,187.0
Roland Garros,Younes El Aynaoui,Jean Rene Lisnard,191.0
Roland Garros,Markus Hantschk,David Prinosil,184.0
Roland Garros,Attila Savolt,Martin Rodriguez,207.0
Roland Garros,Hernan Gumy,Carlos Moya,217.0
Roland Garros,Sargis Sargsian,Sjeng Schalken,209.0
Roland Garros,Marcelo Charpentier,Karim Alami,221.0
Roland Garros,Federico Browne,Juan Antonio Marin,190.0
Roland Garros,Yevgeny Kafelnikov,Ivan Ljubicic,191.0
Roland Garros,Orlin Stanoytchev,Stephane Huet,228.0
Roland Garros,Mark Philippoussis,Pete Sampras,219.0
Roland Garros,Franco Squillari,Jiri Vanek,199.0
Roland Garros,Lleyton Hewitt,Markus Hantschk,205.0
Roland Garros,Sargis Sargsian,Arnaud Clement,216.0
Roland Garros,Tommy Haas,Andrea Gaudenzi,252.0
Roland Garros,Michael Chang,Thomas Johansson,202.0
Roland Garros,Nicolas Lapentti,Bohdan Ulihrach,201.0
Roland Garros,Sebastien Grosjean,Federico Browne,216.0
Roland Garros,Yevgeny Kafelnikov,Mariano Zabaleta,211.0
Roland Garros,Michel Kratochvil,Orlin Stanoytchev,187.0
Roland Garros,Alex Corretja,Fernando Meligeni,216.0
Roland Garros,Juan Carlos Ferrero,Slava Dosedel,190.0
Roland Garros,Hicham Arazi,Markus Hipfl,190.0
Roland Garros,Albert Costa,Thomas Enqvist,189.0
Roland Garros,Nicolas Lapentti,Wayne Ferreira,190.0
Roland Garros,Fernando Vicente,Tim Henman,218.0
Roland Garros,Roger Federer,Michel Kratochvil,265.0
Roland Garros,Albert Costa,Lleyton Hewitt,182.0
Roland Garros,Yevgeny Kafelnikov,Fernando Vicente,214.0
Roland Garros,Franco Squillari,Albert Costa,184.0
Roland Garros,Magnus Norman,Marat Safin,182.0
Roland Garros,Gustavo Kuerten,Juan Carlos Ferrero,218.0
Roland Garros,Gustavo Kuerten,Magnus Norman,224.0
Wimbledon,Christian Vinck,Nicolas Massu,203.0
Wimbledon,Olivier Rochus,Richard Fromberg,182.0
Wimbledon,Vincent Spadea,Greg Rusedski,236.0
Wimbledon,Paul Goldstein,Jeff Tarango,246.0
Wimbledon,Olivier Rochus,Magnus Norman,194.0
Wimbledon,Alexander Popp,Michael Chang,228.0
Wimbledon,Hicham Arazi,Sebastien Lareau,201.0
Wimbledon,Andre Agassi,Todd Martin,227.0
Wimbledon,Thomas Johansson,Magnus Gustafsson,213.0
Wimbledon,Marc Rosset,Tommy Haas,202.0
Wimbledon,Mark Philippoussis,Sjeng Schalken,299.0
Wimbledon,Mark Philippoussis,Tim Henman,192.0
Wimbledon,Patrick Rafter,Andre Agassi,198.0
US Open,Hicham Arazi,Markus Hantschk,214.0
US Open,Lleyton Hewitt,Andreas Vinciguerra,181.0
US Open,Marcelo Rios,Nicolas Massu,188.0
US Open,Tommy Haas,Jamie Delgado,223.0
US Open,Hernan Gumy,Michael Russell,199.0
US Open,Jan Michael Gambill,Mardy Fish,208.0
US Open,Galo Blanco,Patrick Rafter,183.0
US Open,Jerome Golmard,Nicolas Lapentti,209.0
US Open,Marat Safin,Gianluca Pozzi,188.0
US Open,Juan Carlos Ferrero,Hernan Gumy,191.0
US Open,Cedric Pioline,Greg Rusedski,225.0
US Open,Richard Fromberg,Xavier Malisse,192.0
US Open,Richard Krajicek,Tim Henman,197.0
US Open,Marat Safin,Sebastien Grosjean,205.0
US Open,Magnus Norman,Max Mirnyi,246.0
US Open,Carlos Moya,Alex Corretja,189.0
US Open,Todd Martin,Carlos Moya,257.0
US Open,Marat Safin,Nicolas Kiefer,184.0
Australian Open,Raemon Sluiter,Andrea Gaudenzi,218.0
Australian Open,Fredrik Jonsson,Jacobo Diaz,189.0
Australian Open,Todd Martin,Byron Black,239.0
Australian Open,Tim Henman,Jerome Golmard,211.0
Australian Open,James Sekulov,Ivan Ljubicic,221.0
Australian Open,Richard Fromberg,Thomas Enqvist,224.0
Australian Open,Lleyton Hewitt,Paul Goldstein,197.0
Australian Open,Jonas Bjorkman,Jason Stoltenberg,189.0
Australian Open,Nicolas Lapentti,Andrei Medvedev,218.0
Australian Open,Mariano Zabaleta,Todd Woodbridge,182.0
Australian Open,Wayne Ferreira,Thomas Johansson,186.0
Australian Open,Juan Carlos Ferrero,Laurence Tieleman,215.0
Australian Open,Max Mirnyi,Antony Dupuis,193.0
Australian Open,Younes El Aynaoui,Juan Carlos Ferrero,194.0
Australian Open,Chris Woodruff,Tim Henman,226.0
Australian Open,Younes El Aynaoui,Arnaud Clement,209.0
Madrid Masters,Alexandr Dolgopolov,Mardy Fish,204.0
Leon CH,Victor Estrella,Roman Valent,184.0
Trani CH,Daniele Giorgini,Steve Darcis,182.0
Trani CH,Matteo Trevisan,Alessio Di Mauro,190.0
Reggio Emilia CH,Federico Delbonis,Daniel Koellerer,215.0
Tiburon CH,Alex Kuznetsov,Jamie Baker,183.0
Arad CH,Filip Krajinovic,Martin Vassallo Arguello,182.0
Arad CH,Dusan Lojda,Inigo Cervantes Huegun,215.0
Cordenons CH,Jorge Aguilar,Carlos Berlocq,181.0
Monza CH,Pere Riba,Daniel Munoz de la Nava,198.0
Munich,Scott Lipsky,Yannick Hanfmann,195.0
Stuttgart,Bastian Knittel,Simone Bolelli,184.0
Sacramento CH,John Millman,Alex Bogomolov Jr,183.0
Bogota3 CH,Sebastian Decoud,Ramon Delgado,182.0
Blumenau CH,Blaz Kavcic,Ivan Miranda,189.0
Blumenau CH,Diego Junqueira,Rogerio Dutra Silva,197.0
