tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2022-9452,Concepcion CH,Clay,32,C,20220117,250,207831,5,,Ignacio Antonio Becerra Otarola,U,,CHI,21.3,137850,7,,Nicolas Iraira,U,,CHI,28.5,6-0 6-2,3,Q1,51,0,4,43,26,21,9,7,3,3,1,5,45,25,13,6,7,1,6,,,,
2006-3411,Lanzarote CH,Hard,32,C,20060424,28,104217,,,Simon Stadler,L,183,GER,22.7,102202,2,,Kenneth Carlsen,L,190,DEN,33.0,6-3 6-2,3,QF,,,,,,,,,,,,,,,,,,,,286,115,109,385
2003-560,US Open,Hard,128,G,20030825,295,103976,,,Juan Pablo Brzezicki,R,178,ARG,21.3,103250,,,Rodolphe Cadart,L,183,FRA,25.0,6-2 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,290,114,213,167
1999-396,Furth CH,Clay,32,C,19990531,24,103084,2,,Guillermo Canas,R,185,ARG,21.4,101772,,,Andrei Cherkasov,R,180,RUS,28.8,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,83,607,144,320
1992-783,Segovia CH,Hard,32,C,19920810,23,101703,8,,Guillaume Raoux,R,180,FRA,22.4,100751,,,Roberto Saad,R,185,ARG,31.1,6-2 7-5,3,R16,,,,,,,,,,,,,,,,,,,,110,372,193,153
2023-7793,Ismaning CH,Carpet,32,C,20231030,299,134472,,Q,Antoine Bellier,L,196,SUI,27.0,200484,,,Rudolf Molleker,R,185,GER,23.0,7-6(5) 6-2,3,SF,57,19,3,59,42,34,13,10,0,0,7,5,57,38,30,12,10,0,2,326,161,219,280
2020-M009,Rome Masters,Clay,64,M,20200914,203,207518,,WC,Lorenzo Musetti,R,185,ITA,18.5,206748,,,Giulio Zeppieri,L,185,ITA,18.7,6-1 5-7 6-3,3,Q3,114,4,3,78,44,31,20,14,4,7,6,2,82,53,31,12,14,3,9,249,207,345,114
2022-2797,Chicago CH,Hard,32,C,20220808,270,106331,2,,Christopher Oconnell,R,183,AUS,28.1,200632,,LL,Evan Zhu,U,,USA,23.9,6-3 6-4,3,R32,82,3,4,57,35,26,10,10,1,3,4,4,64,44,26,7,9,1,5,110,498,321,146
1989-365,Itu-Sao Paulo CH,Hard,32,C,19890424,288,101745,,,Roberto Jabali,R,190,BRA,18.9,101174,8,,Fernando Roese,R,190,BRA,23.6,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,,320,,226,
1993-359,Bogota CH,Clay,32,C,19930920,27,101430,6,,Sergio Cortes,R,170,CHI,25.6,101354,3,,Andrew Sznajder,R,175,CAN,26.3,6-2 6-2,3,QF,,,,,,,,,,,,,,,,,,,,157,268,149,292
2015-3618,Astana CH,Hard,32,C,20150727,20,104251,8,,Ti Chen,R,183,TPE,31.8,122109,,Q,Sanjar Fayziev,U,188,UZB,20.9,6-1 7-6(5),3,R16,,0,1,70,49,35,11,10,2,4,2,3,58,34,19,11,9,3,7,218,218,585,53
1999-754,Ljubljana CH,Clay,32,C,19990503,21,102860,,,Agustin Calleri,R,183,ARG,22.6,102959,,WC,Marko Tkalec,R,178,SLO,22.1,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,,122,373,551,36
2006-2117,Rimini CH,Clay,32,C,20060717,25,102603,,,Melvyn Op Der Heijde,R,180,NED,31.0,104655,,,Pablo Cuevas,R,180,URU,20.5,5-7 6-4 7-5,3,QF,,,,,,,,,,,,,,,,,,,,329,103,310,111
2015-6055,Charlottesville CH,Hard,32,C,20151102,5,105065,3,,Tim Smyczek,R,175,USA,27.8,105554,,,Daniel Evans,R,175,GBR,25.4,6-4 6-4,3,R32,,4,1,71,35,22,21,10,4,6,3,4,55,27,15,14,10,5,9,102,550,266,187
2017-7339,Fairfield CH,Hard,32,C,20171009,277,104735,,,Tobias Kamke,R,180,GER,31.3,106368,7,,Ramkumar Ramanathan,R,188,IND,22.9,6-4 4-6 6-4,3,R32,120,3,4,94,44,29,32,15,1,3,13,10,86,41,33,22,15,3,6,203,269,148,370
2004-487,Prague2 CH,Carpet,32,C,20041122,13,104372,6,,Alex Bogdanovic,L,183,GBR,20.5,102908,,WC,Roman Kukal,R,,SVK,27.8,6-4 1-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,197,212,962,7
2022-0586,Lexington CH,Hard,32,C,20220801,249,207992,5,,Cannon Kingsley,U,,USA,21.2,202124,,Alt,Kosuke Ogura,U,,JPN,26.4,6-4 6-4,3,Q2,90,8,2,53,31,25,10,10,2,5,0,2,79,61,31,9,10,6,11,586,42,1116,6
1981-242,Benin City CH,Hard,32,C,19811116,298,100553,3,,Nduka Odizor,R,183,NGR,23.2,100359,2,,Richard Lewis,L,,GBR,26.9,7-6 6-1,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1989-749,Rio De Janeiro CH,Hard,32,C,19891113,279,101735,7,,Richard Fromberg,R,196,AUS,19.5,100398,,WC,Julio Goes,R,180,BRA,34.0,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,111,,392,
2002-745,Aschaffenburg CH,Clay,32,C,20020902,10,104259,,WC,Philipp Kohlschreiber,R,178,GER,18.8,103752,,,Simon Greul,R,185,GER,21.3,6-4 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,,364,74,240,140
2021-0059,Salinas 1 CH,Hard,32,C,20210419,291,200711,,,Nicolas Mejia,R,185,COL,21.1,106292,,,Hernan Casanova,U,,ARG,27.1,6-1 6-2,3,R16,56,1,0,38,28,22,8,8,0,1,0,0,42,23,10,8,7,1,6,465,85,395,108
1978-712,Birmingham CH,Grass,32,C,19780625,280,106651,,,Brad Rowe,R,,USA,,100456,6,,Ferdi Taygan,R,173,USA,21.5,6-2 5-7 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2008-467,Aptos CH,Hard,32,C,20080714,13,104958,5,,Carsten Ball,L,198,AUS,21.0,103894,,,Phillip King,R,175,USA,26.5,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,217,180,377,84
2019-3503,Rennes CH,Hard,64,C,20190121,244,122330,,,Alexander Bublik,R,196,KAZ,21.5,200384,,WC,Hugo Gaston,L,173,FRA,18.2,7-5 3-6 6-3,3,R64,114,8,1,81,57,44,13,15,3,5,6,3,98,64,46,15,15,6,9,164,323,,
2019-9171,Murcia CH,Clay,64,C,20190408,279,200484,9,,Rudolf Molleker,R,185,GER,18.4,103990,,,Tommy Robredo,R,180,ESP,36.9,6-3 4-6 6-2,3,R32,130,2,2,90,59,40,11,14,5,9,7,3,106,78,47,9,13,11,17,170,314,222,220
2007-2275,Lubbock CH,Hard,32,C,20070917,13,104314,8,,Brian Dabul,L,170,ARG,23.5,104001,,,Brian Wilson,R,190,USA,25.3,6-4 5-7 6-4,3,R32,,,,,,,,,,,,,,,,,,,,177,245,233,168
2002-580,Australian Open,Hard,128,G,20020114,289,102965,28,,Jamie Delgado,R,178,GBR,24.8,102743,,WC,Ben Ellwood,R,178,AUS,25.8,6-2 7-6(4),3,Q1,,,,,,,,,,,,,,,,,,,,147,263,686,19
2000-666,Bronx CH,Hard,32,C,20000814,4,101750,7,,Cristiano Caratti,R,178,ITA,30.2,102595,,LL,Helge Koll,R,,NOR,25.2,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,152,246,307,99
2006-305,Helsinki CH,Hard,32,C,20061113,13,105208,5,,Ernests Gulbis,R,190,LAT,18.2,104010,,,Dieter Kindlmann,R,183,GER,24.4,6-3 2-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,140,323,242,166
2007-252,Medellin CH,Clay,32,C,20071001,14,103590,,,Michael Quintero,R,,COL,27.2,104738,,,Caio Zampieri,R,183,BRA,21.3,6-3 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,,250,151,271,137
1981-278,Barcelona CH,Clay,32,C,19810413,296,100844,,Q,Jerome Potier,L,180,FRA,18.7,109771,8,,Jairo Velasco,R,173,ESP,33.9,6-7 7-6 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2010-526,Braunschweig CH,Clay,32,C,20100628,16,103393,,,Yuri Schukin,R,188,KAZ,30.9,104676,2,,Andreas Beck,L,190,GER,24.3,3-6 6-3 6-3,3,R32,121,5,1,93,62,43,15,14,5,7,6,8,75,35,25,24,13,4,7,147,341,79,645
2017-1797,Ostrava CH,Clay,32,C,20170501,279,105226,,Q,Attila Balazs,R,180,HUN,28.5,105515,,,Jordi Samper Montana,U,,ESP,27.0,6-2 6-3,3,R32,78,1,5,50,30,22,8,9,0,2,1,1,55,32,16,9,8,5,10,264,193,238,216
2007-1763,Genova CH,Clay,32,C,20070903,19,103105,4,,Ruben Ramirez Hidalgo,R,183,ESP,29.6,104192,,,Marco Crugnola,R,188,ITA,24.2,6-1 6-3,3,R16,,,,,,,,,,,,,,,,,,,,109,394,307,116
2007-2252,Vigo CH,Clay,32,C,20070806,27,103252,,,Alberto Martin,R,175,ESP,28.9,102950,3,,Fernando Vicente,R,180,ESP,30.4,6-3 7-6(6),3,QF,,,,,,,,,,,,,,,,,,,,250,152,131,324
2017-0322,Geneva,Clay,32,A,20170522,251,105015,,,Franko Skugor,R,193,CRO,29.6,105649,,,Cedrik Marcel Stebe,L,183,GER,26.6,7-5 5-7 7-6(3),3,Q2,172,4,3,132,88,61,20,18,5,9,0,2,109,72,48,22,18,3,7,344,135,314,153
2014-339,Brisbane,Hard,28,A,20131229,723,105657,,,Marius Copil,R,193,ROU,23.2,104868,,,James Ward,R,190,GBR,26.8,4-6 6-4 6-3,3,Q2,102,14,3,81,50,43,14,15,1,3,3,2,76,54,40,11,14,3,6,147,369,161,322
2002-363,Knoxville CH,Hard,32,C,20021111,24,103888,2,,Mardy Fish,R,188,USA,20.9,103240,,,Kevin Kim,R,180,USA,24.2,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,,86,468,248,119
2021-6579,Lima 1 CH,Clay,32,C,20210927,294,200116,8,,Camilo Ugo Carabelli,R,,ARG,22.2,207678,2,,Juan Manuel Cerundolo,L,183,ARG,19.8,3-6 6-4 2-0 RET,3,QF,118,0,3,81,47,26,16,11,8,12,0,2,60,36,21,12,10,7,11,245,260,103,737
2009-3350,Mons CH,Hard,32,C,20091005,22,105095,3,,Evgeny Korolev,R,185,KAZ,21.6,103592,,Q,Jerome Haehnel,R,185,FRA,29.2,7-6(5) 6-3,3,R16,,,,,,,,,,,,,,,,,,,,57,821,1125,6
2022-6809,Meerbusch CH,Clay,32,C,20220808,295,110602,,,Dennis Novak,R,183,AUT,28.9,106000,,,Damir Dzumhur,R,172,BIH,30.2,6-1 6-3,3,QF,70,2,1,55,30,21,17,8,4,4,0,6,59,41,20,10,8,8,12,155,357,243,207
2018-0444,Bratislava CH,Hard,32,C,20181105,298,122330,,Q,Alexander Bublik,R,196,KAZ,21.3,104897,,,Matthias Bachinger,R,188,GER,31.5,7-5 7-6(4),3,SF,87,15,9,71,45,36,10,12,2,5,5,0,90,59,38,13,12,2,6,253,215,139,399
2016-7498,Bangkok CH,Hard,32,C,20160516,297,105909,,Q,Sam Barry,R,,IRL,24.3,106283,,,Mitchell Krueger,R,188,USA,22.3,7-5 5-7 6-2,3,QF,164,9,1,95,63,49,13,16,3,6,4,4,101,66,43,16,16,7,12,358,127,288,178
2017-0447,Samarkand CH,Clay,32,C,20170515,294,125802,,,Ilya Ivashka,R,193,BLR,23.2,104559,2,,Teymuraz Gabashvili,R,188,RUS,31.9,6-3 6-2,3,QF,78,3,3,54,33,26,13,9,3,3,3,1,49,29,19,9,8,4,7,215,241,149,390
2011-6244,Le Gosier CH,Hard,32,C,20110314,9,103813,1,,Jarkko Nieminen,L,185,FIN,29.6,104262,,,Flavio Cipolla,R,173,ITA,27.3,6-3 6-3,3,R16,106,0,4,78,64,37,7,9,11,13,1,5,77,58,31,8,9,10,15,51,957,170,333
1980-207,Kaduna CH,Clay,32,C,19800303,294,108162,,,Roland Steigler,R,,AUT,,100385,,,Filip Krajcik,R,,AUT,24.6,6-2 6-3,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2007-3341,Cuenca CH,Clay,32,C,20070716,23,104903,,,Andre Miele,R,,BRA,20.2,104096,,Q,Sat Galan,R,,COL,24.5,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,537,44,744,20
2007-766,Yokohama CH,Hard,32,C,20071119,24,104229,2,,Yen Hsun Lu,R,180,TPE,24.2,103830,,Q,Shao Xuan Zeng,R,185,CHN,26.2,6-2 6-1,3,R16,,,,,,,,,,,,,,,,,,,,103,415,654,27
2010-696,Brasov CH,Clay,32,C,20100906,10,105657,,,Marius Copil,R,193,ROU,19.8,104704,,WC,Victor Mugurel Anagnastopol,R,,ROU,24.4,2-6 7-6(6) 6-2,3,R32,127,10,9,87,44,35,14,14,4,9,8,5,114,67,43,21,14,11,16,284,159,508,53
2007-3433,Florianopolis CH,Clay,32,C,20070423,8,104007,7,,Andre Ghem,R,193,BRA,24.9,104608,,LL,Rodrigo Guidolin,R,,BRA,21.5,7-6(3) 6-4,3,R32,,,,,,,,,,,,,,,,,,,,191,214,999,8
2022-3503,Rennes CH,Hard,32,C,20220912,240,200418,5,,Karl Friberg,R,,SWE,23.4,105874,,,Albano Olivetti,R,203,FRA,30.8,6-4 6-4,3,Q1,84,1,1,65,51,37,7,10,1,1,13,7,65,34,28,14,10,3,5,559,51,954,11
2007-410,Monte Carlo Masters,Clay,56,M,20070415,712,103857,8,,Igor Kunitsyn,R,180,RUS,25.5,104273,,,Edouard Roger Vasselin,R,188,FRA,23.3,6-3 3-6 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,92,469,161,268
2023-0544,Montevideo CH,Clay,32,C,20231113,286,200116,,,Camilo Ugo Carabelli,R,,ARG,24.4,111200,,,Elias Ymer,R,183,SWE,27.5,6-2 6-7(6) 6-1,3,R16,161,3,4,84,51,38,19,14,0,2,2,5,103,59,34,20,13,7,13,144,428,157,394
2022-9820,Santa Cruz De La Sierra CH,Clay,32,C,20220321,286,104655,2,,Pablo Cuevas,R,180,URU,36.2,105731,,,Steven Diez,R,180,CAN,31.0,6-4 6-1,3,R16,90,5,1,51,35,26,8,8,4,5,0,0,53,32,16,7,9,2,7,105,645,289,163
1986-299,Rio De Janeiro CH,Hard,32,C,19861201,283,100607,3,,Eduardo Bengoechea,R,185,ARG,27.4,100727,,Q,Raul Antonio Viver,L,190,ECU,25.7,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,69,,300,
2005-877,Granby CH,Hard,32,C,20050725,24,102571,2,,Gregory Carraz,R,190,FRA,30.2,103975,,,Eric Nunez,R,,USA,23.2,3-6 7-6(8) 6-4,3,R16,,,,,,,,,,,,,,,,,,,,152,268,339,94
2015-7201,Santo Domingo CH,Clay,32,C,20150209,21,106198,,,Hugo Dellien,R,180,BOL,21.6,105877,,WC,Emilio Gomez,R,185,ECU,23.2,6-3 6-3,3,R16,74,1,1,65,44,26,12,9,3,5,2,4,49,30,17,6,9,3,8,258,190,327,142
1995-503,Wellington CH,Hard,32,C,19950102,17,101601,1,,Brett Steven,R,185,NZL,25.6,102652,,Q,Christian Vinck,L,183,GER,19.2,6-2 5-7 6-2,3,R16,,,,,,,,,,,,,,,,,,,,87,526,367,79
1988-465,Dijon CH,Carpet,32,C,19880606,274,101024,,,Christian Geyer,L,183,GER,24.1,101122,,,Alberto Paris,R,,LUX,23.1,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,273,,265,
2014-447,Samarkand CH,Clay,32,C,20140512,27,105589,3,,Gerald Melzer,L,188,AUT,23.8,105645,,Q,Alexander Lobkov,R,,RUS,23.5,6-2 6-1,3,QF,63,5,0,49,33,26,8,8,6,7,4,2,49,24,15,6,7,6,11,152,386,323,140
2016-7163,Istanbul,Clay,32,A,20160425,261,126094,3,,Andrey Rublev,R,188,RUS,18.5,124126,,WC,Sarp Agabigun,R,178,TUR,18.8,6-3 6-3,3,Q1,65,3,4,61,36,27,13,9,4,5,1,2,59,35,17,14,9,4,8,163,334,925,17
2021-9550,Prague 3 CH,Clay,32,C,20210823,292,144821,,,Genaro Alberto Olivieri,U,,ARG,23.0,200318,,,Yu Hsiou Hsu,U,,TPE,22.3,6-3 6-4,3,R16,100,1,2,55,27,18,15,9,3,5,1,2,70,50,25,9,10,6,11,365,123,357,128
2018-3503,Rennes CH,Hard,32,C,20180122,247,144707,,,Mikael Ymer,R,183,SWE,19.3,104559,5,,Teymuraz Gabashvili,R,188,RUS,32.6,7-6(4) 6-3,3,Q2,111,7,1,87,58,37,14,11,5,8,2,4,70,39,25,13,10,3,7,415,92,233,226
2014-7104,Reunion Island CH,Hard,32,C,20141027,14,106296,,WC,Gregoire Barrere,R,183,FRA,20.6,105178,,,Alexis Musialek,U,,FRA,26.3,6-3 2-6 6-4,3,R32,121,4,6,89,46,34,20,14,7,11,4,0,90,59,36,16,13,10,14,536,63,323,139
2001-216,Jerusalem CH,Hard,32,C,20010507,29,103566,1,,Michael Llodra,L,190,FRA,20.9,103145,,WC,Amir Hadad,R,183,ISR,23.2,6-1 2-6 6-3,3,SF,,,,,,,,,,,,,,,,,,,,119,340,591,26
2019-9132,Barcelona CH,Clay,64,C,20190930,281,106110,,,Filip Horansky,R,175,SVK,26.7,200221,3,,Alejandro Davidovich Fokina,R,183,ESP,20.3,6-2 4-6 7-6(0),3,R32,119,1,8,95,64,41,12,15,3,9,1,12,95,50,33,14,15,6,13,177,294,103,555
2007-2212,Yuba City CH,Hard,32,C,20070604,19,103573,3,,Rik De Voest,R,180,RSA,26.9,103248,,,Harel Levy,R,185,ISR,28.8,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,140,314,256,145
2008-3503,Rennes CH,Hard,32,C,20081006,16,104735,,,Tobias Kamke,R,180,GER,22.3,103693,2,,Thierry Ascione,R,188,FRA,27.7,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,239,164,146,310
2005-520,Roland Garros,Clay,128,G,20050523,270,103700,,,Juan Pablo Guzman,L,178,ARG,24.3,102538,,,Tuomas Ketola,R,185,FIN,30.2,6-3 6-1,3,Q1,,,,,,,,,,,,,,,,,,,,199,215,221,175
2018-7783,Zhangjiagang CH,Hard,32,C,20180903,228,200594,,,Kristian Lozan,U,,RUS,19.8,104822,,,N Vijay Sundar Prashanth,R,,IND,31.8,4-6 6-3 3-0 RET,3,Q1,109,9,4,68,41,29,12,11,5,8,4,1,75,46,27,13,11,9,14,542,60,590,48
2024-0375,Montpellier,Hard,32,A,20240129,246,206748,3,,Giulio Zeppieri,L,185,ITA,22.1,106177,,,Oriol Roca Batalla,R,173,ESP,30.7,6-2 6-7(5) 6-1,3,Q1,124,11,3,87,48,37,24,14,2,3,3,3,92,60,40,12,13,7,12,110,559,217,282
2018-7652,Koblenz CH,Hard,32,C,20180115,244,106167,4,,Joris De Loore,R,191,BEL,24.7,200242,,,Mick Veldheer,L,,NED,21.7,6-2 7-6(2),3,Q2,90,9,2,58,39,34,9,10,2,3,0,4,79,50,33,11,10,7,10,314,154,996,10
1982-249,Travemunde CH,Clay,32,C,19820629,276,100443,,,Christophe Freyss,L,183,FRA,25.8,100464,,,Warren Maher,R,,AUS,25.4,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2017-3618,Astana CH,Hard,32,C,20170717,297,106078,5,,Egor Gerasimov,R,196,BLR,24.6,105539,1,,Evgeny Donskoy,R,185,RUS,27.1,7-6(9) 4-6 6-3,3,QF,130,13,5,131,78,62,17,16,10,13,7,3,89,48,36,25,15,0,3,160,345,92,562
2008-2165,Nashville CH,Hard,32,C,20081103,26,103470,4,,Robert Kendrick,R,190,USA,28.9,104812,,,Scoville Jenkins,R,188,USA,22.1,6-4 6-2,3,QF,,,,,,,,,,,,,,,,,,,,91,494,215,187
2017-0500,Halle,Grass,32,A,20170619,247,122330,,,Alexander Bublik,R,196,KAZ,20.0,105723,5,,Andrey Kuznetsov,R,185,RUS,26.3,2-6 6-4 6-4,3,Q1,87,10,7,88,47,37,22,14,5,7,1,2,76,47,35,19,14,6,8,128,417,78,670
1991-226,Istanbul CH,Hard,32,C,19910902,9,101510,6,,Henrik Holm,R,183,SWE,23.0,101809,,,Nicolas Pereira,R,188,VEN,20.9,5-7 6-2 7-6,3,R32,,,,,,,,,,,,,,,,,,,,129,274,183,180
1990-767,Casablanca CH,Clay,32,C,19901008,20,101792,,,Slava Dosedel,R,183,CZE,20.1,101462,,,Francisco Roig,R,175,ESP,22.5,6-7 6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,,189,142,105,318
2022-8310,Helsinki CH,Hard,32,C,20221114,241,209920,7,,Raphael Collignon,U,,BEL,20.8,210630,,WC,Otso Martikainen,U,,FIN,16.8,6-0 6-0,3,Q1,44,4,2,30,24,22,2,6,0,0,2,3,44,29,9,4,6,6,12,297,171,,
2004-284,San Remo CH,Clay,32,C,20040510,17,103193,,,Peter Wessels,R,196,NED,26.0,103435,,,Massimo Dellacqua,R,193,ITA,24.6,6-3 5-7 6-4,3,R16,,,,,,,,,,,,,,,,,,,,225,162,166,235
2010-5047,Bangkok CH,Hard,32,C,20100913,12,103823,3,,Denis Gremelmayr,L,183,GER,29.0,103821,,WC,Danai Udomchoke,R,173,THA,29.0,2-6 6-1 6-4,3,R32,34,13,4,88,50,37,15,13,3,6,5,1,78,57,37,10,12,6,10,140,370,869,11
1978-371,Raleigh CH,Clay,32,C,19780709,266,100586,5,,Eliot Teltscher,R,178,USA,19.3,100268,,,Denis Naegelen,R,,FRA,26.3,2-6 7-6 6-4,3,R64,,,,,,,,,,,,,,,,,,,,86,0,248,0
2010-849,Campos Do Jordao CH,Hard,32,C,20100802,25,103672,1,,Ricardo Mello,L,175,BRA,29.6,108701,,,Juan Sebastian Cabal,R,185,COL,24.2,6-4 6-3,3,QF,71,6,2,51,35,32,10,10,0,0,2,3,61,37,24,13,9,2,4,88,584,268,164
2009-824,Aachen CH,Carpet,32,C,20091109,20,104327,5,,Steve Darcis,R,178,BEL,25.6,104471,,,Ivan Dodig,R,183,CRO,24.8,7-5 6-1,3,R16,,,,,,,,,,,,,,,,,,,,126,436,186,266
2007-1723,Forest Hills CH,Clay,32,C,20070514,22,104919,,,Leonardo Mayer,R,188,ARG,19.9,104179,,,Bruno Echagaray,R,183,MEX,24.0,6-4 7-5,3,R16,,,,,,,,,,,,,,,,,,,,228,172,167,261
2023-2875,Palmas Del Mar CH,Hard,32,C,20230612,248,105657,1,,Marius Copil,R,193,ROU,32.6,210291,,WC,Gabriel Evans,U,,USA,26.9,5-7 7-6(3) 3-0 RET,3,Q1,159,8,2,81,40,30,24,13,3,6,3,4,97,59,35,20,14,7,11,366,125,1060,9
2021-1797,Ostrava CH,Clay,32,C,20210426,294,111200,,,Elias Ymer,R,183,SWE,25.0,144684,,Q,Alex Molcan,L,178,SVK,23.4,7-5 6-3,3,QF,109,2,2,78,37,20,20,11,3,8,0,3,62,33,16,8,10,5,12,193,356,276,220
2001-538,Budapest CH,Clay,32,C,20010521,7,104043,,,Marc Lopez,R,175,ESP,18.8,103371,,,Emin Agaev,R,,AZE,22.0,6-0 6-0,3,R32,,,,,,,,,,,,,,,,,,,,271,120,273,118
2024-2915,Kigali 2 CH,Clay,32,C,20240304,292,111578,,Q,Stefan Kozlov,R,183,USA,26.0,111761,7,,Benjamin Lock,R,198,ZIM,31.0,7-6(2) 5-7 6-4,3,R16,199,0,12,119,66,46,25,17,8,13,3,3,106,66,40,21,17,4,9,706,38,362,137
2010-467,Aptos CH,Hard,32,C,20100712,3,104217,,,Simon Stadler,L,183,GER,26.9,103676,,,Michael Yani,R,185,USA,29.5,6-0 6-2,3,R32,46,0,1,34,24,20,5,7,0,1,1,6,44,19,7,7,7,4,10,254,180,203,237
2018-1539,Leon CH,Hard,32,C,20180423,293,105441,,,John Patrick Smith,L,188,AUS,29.2,104629,1,,Adrian Menendez Maceiras,R,185,ESP,32.4,6-7(14) 6-4 6-3,3,R16,160,12,1,93,76,58,9,15,4,5,8,4,127,77,59,15,16,7,11,228,243,151,380
2019-7490,Gwangju CH,Hard,64,C,20190513,275,126283,,,Yunseong Chung,U,,KOR,21.1,117353,15,,Duck Hee Lee,R,175,KOR,20.9,6-4 6-2,3,R32,79,4,0,57,31,21,14,9,1,3,4,9,77,43,23,16,9,9,14,253,183,241,199
2021-2273,Orleans CH,Hard,32,C,20210927,298,105967,,,Henri Laaksonen,R,185,SUI,29.4,106210,5,,Jiri Vesely,L,198,CZE,28.2,6-3 6-3,3,SF,62,7,3,51,31,27,11,9,4,4,3,3,52,34,24,7,9,2,5,118,680,86,855
2016-7205,Wroclaw CH,Hard,32,C,20160215,270,104460,2,,Dustin Brown,R,196,GER,31.1,106361,,,Adam Pavlasek,R,186,CZE,21.3,6-4 7-5,3,R32,52,7,4,62,38,33,15,11,1,1,14,3,56,42,36,2,11,1,3,106,540,144,400
2021-9470,Biella 4 CH,Hard,32,C,20210315,276,124116,,,Sebastian Ofner,R,191,AUT,24.8,200095,,LL,Nicola Kuhn,R,185,ESP,20.9,6-2 6-2,3,R32,64,13,1,42,28,24,9,8,0,0,1,2,55,28,16,11,8,2,6,152,478,246,246
1978-712,Birmingham CH,Grass,32,C,19780625,268,100147,2,,Marcello Lara,R,,MEX,30.7,100439,,,Mike Barr,R,,USA,21.9,6-2 6-2,3,R64,,,,,,,,,,,,,,,,,,,,92,,,
1998-515,Denver CH,Hard,32,C,19980629,24,101750,2,,Cristiano Caratti,R,178,ITA,28.0,102226,,,David Witt,R,190,USA,25.0,7-6 6-0,3,R16,,,,,,,,,,,,,,,,,,,,147,333,248,157
1998-504,Wolfsburg CH,Carpet,32,C,19980209,27,102730,,,Ivo Heuberger,R,188,SUI,21.9,102913,,WC,Ulrich Seetzen,R,,GER,21.0,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,,184,238,597,32
2021-540,Wimbledon,Grass,128,G,20210628,182,126523,10,,Bernabe Zapata Miralles,R,185,ESP,24.4,106071,,,Bernard Tomic,R,193,AUS,28.6,6-4 6-1,3,Q2,48,6,1,46,34,25,9,8,0,0,2,4,52,28,19,10,9,1,5,125,650,241,285
2014-7077,Prague II CH,Clay,32,C,20140804,30,104007,,,Andre Ghem,R,193,BRA,32.1,103105,,,Ruben Ramirez Hidalgo,R,183,ESP,36.5,6-4 6-2,3,SF,76,7,1,58,28,24,16,9,2,3,3,2,52,28,13,13,9,1,5,251,197,259,184
1991-462,Maderia1 CH,Hard,32,C,19910916,21,101463,,,Bernd Karbacher,R,185,GER,23.4,101791,,WC,Riva Da Silva,R,,POR,21.0,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,246,106,1027,3
2023-2857,Waco CH,Hard,32,C,20230227,278,124186,8,,Alexandre Muller,R,183,FRA,26.0,126663,,,Juan Pablo Ficovich,R,191,ARG,26.0,6-2 3-6 7-6(8),3,R32,143,4,3,85,57,41,16,14,1,4,2,4,94,62,42,16,15,2,6,146,402,205,280
2010-3945,San Benedetto CH,Clay,32,C,20100705,15,103902,,,Jan Mertl,R,190,CZE,28.5,105332,,,Benoit Paire,R,196,FRA,21.1,3-6 6-3 6-2,3,R32,100,3,0,69,48,34,11,13,3,6,2,5,87,63,36,12,13,4,9,395,87,174,269
